params,mean_test_score,rank_test_score
"{'bagging_temperature': np.float64(0.912363345616691), 'depth': 6, 'iterations': 1529, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.12236537833078404), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 2}",-1.5704783985046065,99
"{'bagging_temperature': np.float64(0.10077800137742665), 'depth': 5, 'iterations': 3546, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.07737707338132804), 'loss_function': 'RMSE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.5707296039332523,100
"{'bagging_temperature': np.float64(0.24215993827742588), 'depth': 9, 'iterations': 3327, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.06647354682787941), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 5}",-1.5710472876614976,101
"{'bagging_temperature': np.float64(0.5201681098787319), 'depth': 13, 'iterations': 2131, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.010758361883172547), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.5714043299635925,102
"{'bagging_temperature': np.float64(0.32815266747473193), 'depth': 13, 'iterations': 1574, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.058707257713704185), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 10}",-1.5720213175454008,103
"{'bagging_temperature': np.float64(0.9343670147690148), 'depth': 9, 'iterations': 3826, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.014447094413800642), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.573225662579168,104
"{'bagging_temperature': np.float64(0.7578461104643691), 'depth': 12, 'iterations': 2243, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.013258703722976441), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.573350079283338,105
"{'bagging_temperature': np.float64(0.6075448519014384), 'depth': 8, 'iterations': 3888, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.010405384007798954), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 2}",-1.5739205745078944,106
"{'bagging_temperature': np.float64(0.8324426408004217), 'depth': 9, 'iterations': 3433, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.06358606736176979), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 1}",-1.5756670316258503,107
"{'bagging_temperature': np.float64(0.45898898801701304), 'depth': 7, 'iterations': 1341, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.04501640113621892), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 1}",-1.5762230540825617,108
"{'bagging_temperature': np.float64(0.13271575404306035), 'depth': 10, 'iterations': 1089, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.11004930639233022), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 5}",-1.5769056840185574,109
"{'bagging_temperature': np.float64(0.25620694359445806), 'depth': 11, 'iterations': 1524, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.010156537164005127), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 1}",-1.5777853208066632,110
"{'bagging_temperature': np.float64(0.5730414289308493), 'depth': 13, 'iterations': 2560, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.014873684821611577), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 10}",-1.5786590421494666,111
"{'bagging_temperature': np.float64(0.6756901170392807), 'depth': 12, 'iterations': 3520, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.15960780836641722), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 5}",-1.5788316504586255,112
"{'bagging_temperature': np.float64(0.612257985881158), 'depth': 10, 'iterations': 1458, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.052416917477534845), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.5795457761860487,113
"{'bagging_temperature': np.float64(0.1276897294224656), 'depth': 4, 'iterations': 3143, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.13432124721770483), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 1}",-1.5804476816763104,114
"{'bagging_temperature': np.float64(0.8707534503372591), 'depth': 12, 'iterations': 3636, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.013866118384392157), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.5811975765039226,115
"{'bagging_temperature': np.float64(0.23321641154980122), 'depth': 7, 'iterations': 3072, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.028973525951175), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.581981554734199,116
"{'bagging_temperature': np.float64(0.8259207657998966), 'depth': 14, 'iterations': 3931, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.10126645758509366), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.5820383477480906,117
"{'bagging_temperature': np.float64(0.16637758693227234), 'depth': 9, 'iterations': 3448, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.041317480806317364), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.5820904584960105,118
"{'bagging_temperature': np.float64(0.5811626211808263), 'depth': 12, 'iterations': 3497, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.16349622690554602), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 1}",-1.5821065299707275,119
"{'bagging_temperature': np.float64(0.43716538881682654), 'depth': 9, 'iterations': 2851, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.056733054164278325), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 2}",-1.5828774965405312,120
"{'bagging_temperature': np.float64(0.30206050183479505), 'depth': 11, 'iterations': 3578, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.035587393322532364), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.584234089022112,121
"{'bagging_temperature': np.float64(0.25606832276132396), 'depth': 14, 'iterations': 1392, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.010791232418686401), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.5856353154037763,122
"{'bagging_temperature': np.float64(0.5203077009037933), 'depth': 9, 'iterations': 1770, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.025143597793413304), 'loss_function': 'RMSE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.586460672876402,123
"{'bagging_temperature': np.float64(0.5344558912572469), 'depth': 4, 'iterations': 3161, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.09902651127597091), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 1}",-1.5867279892566355,124
"{'bagging_temperature': np.float64(0.04574203381251285), 'depth': 5, 'iterations': 1703, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.06958453581144379), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 5}",-1.5889079056192612,125
"{'bagging_temperature': np.float64(0.08091928305125218), 'depth': 8, 'iterations': 3625, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.0801959085961563), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.5891874881669477,126
"{'bagging_temperature': np.float64(0.2797635071689457), 'depth': 8, 'iterations': 3508, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.11752915821487966), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 10}",-1.5895762674297187,127
"{'bagging_temperature': np.float64(0.1763869865062233), 'depth': 10, 'iterations': 2203, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.01106822053011582), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 1}",-1.5904175303158137,128
"{'bagging_temperature': np.float64(0.18228387847595806), 'depth': 10, 'iterations': 2976, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.01884083731688959), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.59183950226371,129
"{'bagging_temperature': np.float64(0.22735098302998702), 'depth': 10, 'iterations': 1814, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.1707827644706325), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 10}",-1.592596647531415,130
"{'bagging_temperature': np.float64(0.24848913981446574), 'depth': 10, 'iterations': 3336, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.05513705608412315), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 5}",-1.593627882341656,131
"{'bagging_temperature': np.float64(0.1288698674734452), 'depth': 14, 'iterations': 2574, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.11593101383177391), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 1}",-1.594385151395668,132
"{'bagging_temperature': np.float64(0.8359801205122058), 'depth': 12, 'iterations': 2931, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.011904512443494853), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 5}",-1.5945122408588206,133
"{'bagging_temperature': np.float64(0.5541780025157934), 'depth': 12, 'iterations': 2401, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.01376138435328694), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 5}",-1.5966683288218757,134
"{'bagging_temperature': np.float64(0.9000186418481051), 'depth': 9, 'iterations': 1730, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.021193764791465005), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 1}",-1.5976240155409935,135
"{'bagging_temperature': np.float64(0.22210781047073025), 'depth': 6, 'iterations': 2257, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.16855972264420166), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 10}",-1.5984896978183518,136
"{'bagging_temperature': np.float64(0.4722149251619493), 'depth': 8, 'iterations': 2485, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.09767966657678313), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.599001860919722,137
"{'bagging_temperature': np.float64(0.8471673613725742), 'depth': 8, 'iterations': 2177, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.0312353160219965), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 1}",-1.5999217811911333,138
"{'bagging_temperature': np.float64(0.25368217387313874), 'depth': 5, 'iterations': 2243, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.0920511501079559), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 1}",-1.6005234537867723,139
"{'bagging_temperature': np.float64(0.9440593396866133), 'depth': 13, 'iterations': 2039, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.19961302641190368), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.6008179866463297,140
"{'bagging_temperature': np.float64(0.7442790655949556), 'depth': 10, 'iterations': 3356, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.011397382572155543), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.6025820721972703,141
"{'bagging_temperature': np.float64(0.05147875124998935), 'depth': 8, 'iterations': 2759, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.06688213486452893), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 1}",-1.6033917455355593,142
"{'bagging_temperature': np.float64(0.9154882975880418), 'depth': 8, 'iterations': 1136, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.15946566124298397), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.6056480772349049,143
"{'bagging_temperature': np.float64(0.6450541677693294), 'depth': 7, 'iterations': 3713, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.1484812370571836), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 1}",-1.605767432771224,144
"{'bagging_temperature': np.float64(0.7496162320085874), 'depth': 5, 'iterations': 3853, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.03286412390306001), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 1}",-1.6080726275840391,145
"{'bagging_temperature': np.float64(0.26593792496423896), 'depth': 8, 'iterations': 1040, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.19190653348942383), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 1}",-1.609242878897872,146
"{'bagging_temperature': np.float64(0.24606965879799825), 'depth': 7, 'iterations': 3830, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.09888628613861868), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.609285991500755,147
"{'bagging_temperature': np.float64(0.6099966577826209), 'depth': 11, 'iterations': 1034, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.02171103454376615), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.610862687083987,148
"{'bagging_temperature': np.float64(0.6150072266991697), 'depth': 9, 'iterations': 2686, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.021412852787253803), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.6142025169333087,149
"{'bagging_temperature': np.float64(0.7459745255487181), 'depth': 5, 'iterations': 1333, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.0893059733222877), 'loss_function': 'RMSE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.6190370615873475,150
"{'bagging_temperature': np.float64(0.35462215764077654), 'depth': 5, 'iterations': 3371, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.020134029070686066), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 1}",-1.619210302076901,151
"{'bagging_temperature': np.float64(0.09310276780589921), 'depth': 8, 'iterations': 2183, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.017600038115609038), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.6201560606868315,152
"{'bagging_temperature': np.float64(0.20794166286818883), 'depth': 7, 'iterations': 2500, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.10196967939171485), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.62196151752272,153
"{'bagging_temperature': np.float64(0.5398410913016731), 'depth': 7, 'iterations': 3572, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.02382184154464129), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 2}",-1.6226049652958572,154
"{'bagging_temperature': np.float64(0.9173956130855316), 'depth': 9, 'iterations': 1117, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.0434989608466616), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 2}",-1.623117482069319,155
"{'bagging_temperature': np.float64(0.3334991716911442), 'depth': 7, 'iterations': 1536, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.157311237917727), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 2}",-1.624159209694841,156
"{'bagging_temperature': np.float64(0.7442116569432979), 'depth': 6, 'iterations': 2996, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.030740991330836433), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 10}",-1.6256882261004826,157
"{'bagging_temperature': np.float64(0.712270589924442), 'depth': 8, 'iterations': 3999, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.022237712023076485), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.6272204007270676,158
"{'bagging_temperature': np.float64(0.018242481428361046), 'depth': 8, 'iterations': 3595, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.013988333322782737), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 10}",-1.6274828499706993,159
"{'bagging_temperature': np.float64(0.6259396701015728), 'depth': 4, 'iterations': 2440, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.1506219763448958), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 10}",-1.6279076916158552,160
"{'bagging_temperature': np.float64(0.6311386259972629), 'depth': 5, 'iterations': 1797, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.05630789064671439), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 10}",-1.6284480052613943,161
"{'bagging_temperature': np.float64(0.5166962574265667), 'depth': 8, 'iterations': 3837, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.01153666052581368), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 5}",-1.6353271148130275,162
"{'bagging_temperature': np.float64(0.8644928803073485), 'depth': 4, 'iterations': 2285, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.10901221734627874), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.6358691017721736,163
"{'bagging_temperature': np.float64(0.6374299014982066), 'depth': 7, 'iterations': 3703, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.04695936762809009), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 1}",-1.63588389596602,164
"{'bagging_temperature': np.float64(0.7259556788702394), 'depth': 6, 'iterations': 1403, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.03359519814244161), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 10}",-1.6378325989607192,165
"{'bagging_temperature': np.float64(0.9652518303907698), 'depth': 10, 'iterations': 2219, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.011674531719265543), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.6384225727742312,166
"{'bagging_temperature': np.float64(0.6895267510315611), 'depth': 4, 'iterations': 2310, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.07374794953992667), 'loss_function': 'RMSE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.6443895011505056,167
"{'bagging_temperature': np.float64(0.9037239671752705), 'depth': 5, 'iterations': 3611, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.02001759197527789), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 2}",-1.645045864860562,168
"{'bagging_temperature': np.float64(0.6532630192373301), 'depth': 8, 'iterations': 1311, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.043829647094116936), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 5}",-1.6490768043813016,169
"{'bagging_temperature': np.float64(0.480586577326648), 'depth': 6, 'iterations': 3745, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.028347202899404473), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 5}",-1.6531633430199832,170
"{'bagging_temperature': np.float64(0.8942172628959257), 'depth': 4, 'iterations': 2101, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.07910872424924059), 'loss_function': 'RMSE', 'one_hot_max_size': 10, 'random_strength': 1}",-1.6553701676106052,171
"{'bagging_temperature': np.float64(0.4148195023376652), 'depth': 4, 'iterations': 1404, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.13336127823012844), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 5}",-1.6598314906752116,172
"{'bagging_temperature': np.float64(0.1623818946623209), 'depth': 8, 'iterations': 1128, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.0750024639618874), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 5}",-1.6609046092325044,173
"{'bagging_temperature': np.float64(0.04010919141248248), 'depth': 4, 'iterations': 3994, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.03720932715924194), 'loss_function': 'RMSE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.6625543007538135,174
"{'bagging_temperature': np.float64(0.7610239909429989), 'depth': 6, 'iterations': 1348, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.15357694796732396), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 10}",-1.668773231901259,175
"{'bagging_temperature': np.float64(0.6502010923981534), 'depth': 6, 'iterations': 3334, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.05424438500548414), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 1}",-1.6722765101524515,176
"{'bagging_temperature': np.float64(0.1771497894473859), 'depth': 5, 'iterations': 3358, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.16942263574284033), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.673440166648965,177
"{'bagging_temperature': np.float64(0.05182353682242691), 'depth': 5, 'iterations': 3039, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.05173079016928137), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 2}",-1.6757823099749942,178
"{'bagging_temperature': np.float64(0.5068384318204826), 'depth': 7, 'iterations': 3785, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.02479585474766815), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.686490131559354,179
"{'bagging_temperature': np.float64(0.7846682639443096), 'depth': 5, 'iterations': 3122, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.14963273633437785), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.6865852774838077,180
"{'bagging_temperature': np.float64(0.9963357758067243), 'depth': 6, 'iterations': 1159, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.01958862337255402), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 1}",-1.689359667840349,181
"{'bagging_temperature': np.float64(0.32235384497472297), 'depth': 5, 'iterations': 2619, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.015157067838542957), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 1}",-1.6924630561841,182
"{'bagging_temperature': np.float64(0.7953418379590974), 'depth': 7, 'iterations': 1934, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.026011134053820505), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 1}",-1.6935893885735716,183
"{'bagging_temperature': np.float64(0.6425759689471896), 'depth': 5, 'iterations': 3989, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.031196989872445926), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 10}",-1.6944809353948322,184
"{'bagging_temperature': np.float64(0.657845304603036), 'depth': 5, 'iterations': 1703, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.02593418910186217), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 1}",-1.7013117883796838,185
"{'bagging_temperature': np.float64(0.5928119916534227), 'depth': 6, 'iterations': 3428, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.02711723954215057), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 5}",-1.701711890356701,186
"{'bagging_temperature': np.float64(0.5581020020173412), 'depth': 7, 'iterations': 2136, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.02139693512407702), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 2}",-1.702158884262348,187
"{'bagging_temperature': np.float64(0.4921162930795382), 'depth': 7, 'iterations': 1068, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.06422244225351471), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.7024710133481602,188
"{'bagging_temperature': np.float64(0.9966968538529768), 'depth': 4, 'iterations': 3148, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.019376299755195225), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 10}",-1.7027686572953962,189
"{'bagging_temperature': np.float64(0.14177439352710186), 'depth': 6, 'iterations': 1262, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.0757337971652444), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 1}",-1.7053370143286142,190
"{'bagging_temperature': np.float64(0.7068573438476171), 'depth': 6, 'iterations': 1418, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.061428810158596955), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 2}",-1.7093153817608624,191
"{'bagging_temperature': np.float64(0.5190597909082704), 'depth': 5, 'iterations': 1955, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.012330568968437499), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 2}",-1.7201250161682302,192
"{'bagging_temperature': np.float64(0.45231828451830014), 'depth': 6, 'iterations': 1808, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.037208412822208985), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.7211132316504032,193
"{'bagging_temperature': np.float64(0.2699112223921949), 'depth': 7, 'iterations': 2762, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.011665585092219108), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 1}",-1.7217142994970105,194
"{'bagging_temperature': np.float64(0.7994158789689793), 'depth': 6, 'iterations': 1101, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.013618461767901874), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 5}",-1.7322172912044498,195
"{'bagging_temperature': np.float64(0.5722924691708383), 'depth': 4, 'iterations': 2139, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.017716624399511986), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 5}",-1.735961037713497,196
