params,mean_test_score,rank_test_score
"{'bagging_temperature': np.float64(0.1014715428660321), 'depth': 6, 'iterations': 3200, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.016188853704122885), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.737421524214395,197
"{'bagging_temperature': np.float64(0.5177116433847114), 'depth': 4, 'iterations': 2768, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.11822722794174566), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 5}",-1.7451924058638983,198
"{'bagging_temperature': np.float64(0.3973181154575979), 'depth': 6, 'iterations': 1951, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.02848150707224637), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 1}",-1.7458299666289367,199
"{'bagging_temperature': np.float64(0.39882090144479454), 'depth': 6, 'iterations': 2081, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.0212020117475291), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.7549960449819468,200
"{'bagging_temperature': np.float64(0.07550336380388922), 'depth': 6, 'iterations': 1799, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.022503337875346897), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.7580527773432095,201
"{'bagging_temperature': np.float64(0.8164318732193839), 'depth': 4, 'iterations': 2147, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.017485021746086436), 'loss_function': 'RMSE', 'one_hot_max_size': 20, 'random_strength': 10}",-1.7617619618759215,202
"{'bagging_temperature': np.float64(0.45037093625818514), 'depth': 4, 'iterations': 2423, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.10836879868123098), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 5}",-1.764252614704089,203
"{'bagging_temperature': np.float64(0.5152360548642109), 'depth': 5, 'iterations': 1060, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.01955394319671065), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.765151906129811,204
"{'bagging_temperature': np.float64(0.5283701212972092), 'depth': 8, 'iterations': 1133, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.01037082572181673), 'loss_function': 'RMSE', 'one_hot_max_size': 2, 'random_strength': 5}",-1.7660638091127223,205
"{'bagging_temperature': np.float64(0.3792285849638004), 'depth': 4, 'iterations': 2319, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.011549749750415117), 'loss_function': 'RMSE', 'one_hot_max_size': 50, 'random_strength': 5}",-1.7678990967579509,206
"{'bagging_temperature': np.float64(0.5665753621714186), 'depth': 7, 'iterations': 1489, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.014170858912158205), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 5}",-1.7782521900349066,207
"{'bagging_temperature': np.float64(0.1753712786234496), 'depth': 4, 'iterations': 3969, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.03151190929739007), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 10}",-1.7790636049345576,208
"{'bagging_temperature': np.float64(0.7175977656581762), 'depth': 4, 'iterations': 3506, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.027782310007832024), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 10}",-1.7887126556085646,209
"{'bagging_temperature': np.float64(0.597274072430341), 'depth': 4, 'iterations': 2596, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.03277349459718669), 'loss_function': 'MAE', 'one_hot_max_size': 10, 'random_strength': 2}",-1.7914551539867063,210
"{'bagging_temperature': np.float64(0.0002375235758845795), 'depth': 5, 'iterations': 2631, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.012334193226450078), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 1}",-1.7958244568662145,211
"{'bagging_temperature': np.float64(0.5412665786761103), 'depth': 5, 'iterations': 2435, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.013594656260270276), 'loss_function': 'MAE', 'one_hot_max_size': 50, 'random_strength': 5}",-1.8018261376016735,212
"{'bagging_temperature': np.float64(0.7224521152615053), 'depth': 6, 'iterations': 1546, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.011395406314085046), 'loss_function': 'MAE', 'one_hot_max_size': 2, 'random_strength': 2}",-1.805783275611741,213
"{'bagging_temperature': np.float64(0.6057748193568872), 'depth': 4, 'iterations': 2460, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.019641051248633183), 'loss_function': 'MAE', 'one_hot_max_size': 20, 'random_strength': 10}",-1.8278934200127293,214
"{'bagging_temperature': np.float64(0.5929399348417032), 'depth': 8, 'iterations': 2290, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.032279262161161906), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.1604001053300721), 'depth': 14, 'iterations': 3604, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.1622091859146914), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.7671882889311269), 'depth': 8, 'iterations': 1747, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.05696164814323482), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.9103391020575343), 'depth': 12, 'iterations': 1398, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.032323811097029656), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.8491956515653193), 'depth': 12, 'iterations': 3513, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.06939536380845411), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.9173135754622428), 'depth': 4, 'iterations': 1329, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.03804231075514251), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.41279355060675227), 'depth': 14, 'iterations': 2639, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.039633227167667914), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.6501673504432282), 'depth': 11, 'iterations': 3667, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.14171290732898523), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.5432328057899581), 'depth': 12, 'iterations': 2680, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.015845783457352276), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.8180147659224931), 'depth': 12, 'iterations': 2282, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.01637654202058856), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.6243540481337932), 'depth': 12, 'iterations': 3693, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.1449592822362264), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.12208795470067335), 'depth': 12, 'iterations': 3237, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.02259707459386439), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.3809095255109872), 'depth': 5, 'iterations': 3010, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.05254281382379662), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.6063709444333756), 'depth': 4, 'iterations': 2133, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.11994615629912947), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.6743038064090484), 'depth': 13, 'iterations': 2693, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.015268872894533374), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.05816379550547579), 'depth': 14, 'iterations': 1689, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.024370690657151948), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.35387137656124945), 'depth': 9, 'iterations': 2386, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.012815145770026367), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.38929561404197655), 'depth': 11, 'iterations': 3058, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.08619861560909221), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.1892215397850059), 'depth': 8, 'iterations': 1556, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.040326491916560264), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.37669536198679876), 'depth': 11, 'iterations': 3412, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.014693174456735115), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.3971835296184548), 'depth': 8, 'iterations': 1181, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.03378536250178482), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.6429255636142532), 'depth': 5, 'iterations': 1513, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.1157493587162733), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.2538885640433043), 'depth': 10, 'iterations': 3490, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.013659927299713685), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.5124576558819216), 'depth': 12, 'iterations': 3599, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.06670742330925997), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.5805883502780435), 'depth': 9, 'iterations': 3713, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.07299313627178473), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.48083697808907355), 'depth': 14, 'iterations': 3687, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.011034038710328584), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.8388980864459341), 'depth': 9, 'iterations': 3872, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.13544446439889607), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.7072386343133986), 'depth': 13, 'iterations': 1603, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.012293314436025557), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.24710323401014644), 'depth': 12, 'iterations': 2324, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.01928430417266465), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.10493017841817487), 'depth': 4, 'iterations': 3635, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.055304934404529084), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.6569838575644931), 'depth': 12, 'iterations': 3848, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.15173972692355714), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.03654966784809488), 'depth': 11, 'iterations': 3065, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.10209034977919021), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.14958064266756577), 'depth': 8, 'iterations': 1273, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.04211286809666866), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.4915945467414369), 'depth': 9, 'iterations': 2013, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.02238558703955943), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.7546352918601166), 'depth': 9, 'iterations': 3853, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.03931615090347338), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.14991742734877378), 'depth': 7, 'iterations': 3891, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.010372335673402526), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.4315281431364426), 'depth': 6, 'iterations': 3438, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.027272330445402056), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.8995745732745685), 'depth': 10, 'iterations': 2997, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.15112886007682247), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.907866130462516), 'depth': 12, 'iterations': 2772, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.03240282359187159), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.7952673118598902), 'depth': 6, 'iterations': 1724, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.1147588386919694), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.951811785423239), 'depth': 5, 'iterations': 2208, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.03905082311636744), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.2131047040250833), 'depth': 4, 'iterations': 1792, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.030162256396297812), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.2736266662816659), 'depth': 7, 'iterations': 3000, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.03866055268196658), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.06562614457401295), 'depth': 4, 'iterations': 3926, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.021306958378245196), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.8957635956735194), 'depth': 4, 'iterations': 1563, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.15162513677579237), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.8021969807540397), 'depth': 4, 'iterations': 3568, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.03264019163413773), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.2797035384714792), 'depth': 13, 'iterations': 1310, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.15709289200436904), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.07996539435930194), 'depth': 7, 'iterations': 2681, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.010009965955879937), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.16068137325955567), 'depth': 14, 'iterations': 3397, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.146797519273357), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.3236792364042437), 'depth': 6, 'iterations': 1723, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.09075690355770646), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.6061887135611715), 'depth': 5, 'iterations': 3979, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.07115194841797175), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.7734731256866006), 'depth': 11, 'iterations': 1300, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.038939807931813994), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.35673205304000166), 'depth': 8, 'iterations': 3352, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.08274234335763195), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.03934354066850965), 'depth': 10, 'iterations': 2058, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.017147427632838257), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.5072348086883924), 'depth': 13, 'iterations': 1275, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.04210760089867614), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.7474709381337565), 'depth': 14, 'iterations': 2335, 'l2_leaf_reg': 3, 'learning_rate': np.float64(0.08474014613903201), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.6334008543167258), 'depth': 14, 'iterations': 2906, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.039685223216800174), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.5609379715353863), 'depth': 14, 'iterations': 2848, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.014940248877174581), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.16483426113700095), 'depth': 11, 'iterations': 2824, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.11338463241114453), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.8782206674791923), 'depth': 11, 'iterations': 2823, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.029240206777451604), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.7154909070992744), 'depth': 14, 'iterations': 2004, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.017976826704233558), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.4811453940562932), 'depth': 9, 'iterations': 3286, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.1369468330690348), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.6976675736969318), 'depth': 7, 'iterations': 1359, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.0281658916395005), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.08692028808742369), 'depth': 9, 'iterations': 3081, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.05795623890856001), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.8911431136980711), 'depth': 9, 'iterations': 1202, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.021337709450156346), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.24414729042237426), 'depth': 13, 'iterations': 1302, 'l2_leaf_reg': 8, 'learning_rate': np.float64(0.09996932172285408), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.23754413087432746), 'depth': 4, 'iterations': 3338, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.012451741393826606), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.37798759012225447), 'depth': 10, 'iterations': 1090, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.15107557007532232), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.09128667678613356), 'depth': 10, 'iterations': 2819, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.055726259513563844), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.38539662096556504), 'depth': 13, 'iterations': 2625, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.021835915295039695), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.7896181427945539), 'depth': 8, 'iterations': 2065, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.011881893990078152), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.23668519368207874), 'depth': 10, 'iterations': 1216, 'l2_leaf_reg': 4, 'learning_rate': np.float64(0.028552519971882382), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.07056874740042984), 'depth': 10, 'iterations': 3305, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.1343543786419555), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.6771683423829817), 'depth': 6, 'iterations': 3427, 'l2_leaf_reg': 1, 'learning_rate': np.float64(0.03946396852973966), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.7407686177542044), 'depth': 4, 'iterations': 1245, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.024097489287059695), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.07094091699992766), 'depth': 6, 'iterations': 3518, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.013251752704998034), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.1918673247187429), 'depth': 11, 'iterations': 2376, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.027988684267762916), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 1}",,215
"{'bagging_temperature': np.float64(0.8191888594267902), 'depth': 9, 'iterations': 2243, 'l2_leaf_reg': 9, 'learning_rate': np.float64(0.10781633337266665), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.12188609333694755), 'depth': 14, 'iterations': 2286, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.109784036598349), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.3374468338719181), 'depth': 7, 'iterations': 2305, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.020792695080382693), 'loss_function': 'Huber', 'one_hot_max_size': 2, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.50881407683876), 'depth': 9, 'iterations': 2045, 'l2_leaf_reg': 6, 'learning_rate': np.float64(0.1877452556617082), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.32595890520188475), 'depth': 7, 'iterations': 3450, 'l2_leaf_reg': 10, 'learning_rate': np.float64(0.04637121010589463), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 10}",,215
"{'bagging_temperature': np.float64(0.489452760277563), 'depth': 9, 'iterations': 2439, 'l2_leaf_reg': 7, 'learning_rate': np.float64(0.07489770465258357), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.8083973481164611), 'depth': 12, 'iterations': 3612, 'l2_leaf_reg': 2, 'learning_rate': np.float64(0.07766184280392888), 'loss_function': 'Huber', 'one_hot_max_size': 50, 'random_strength': 5}",,215
"{'bagging_temperature': np.float64(0.43194501864211576), 'depth': 4, 'iterations': 1474, 'l2_leaf_reg': 11, 'learning_rate': np.float64(0.03313073862781126), 'loss_function': 'Huber', 'one_hot_max_size': 10, 'random_strength': 2}",,215
"{'bagging_temperature': np.float64(0.3745401188473625), 'depth': 14, 'iterations': 2095, 'l2_leaf_reg': 5, 'learning_rate': np.float64(0.015958237752949748), 'loss_function': 'Huber', 'one_hot_max_size': 20, 'random_strength': 5}",,215
